    Time, Temp,SpCond, Cond,  TDS,   Sal,Turbid+,  Chl,Experiment,    Date,Sonde,Position,Site
7:32:21,16.85,55.15,46.57,35.85,36.6,13.3,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:22,16.85,55.16,46.57,35.85,36.61,13.3,3.4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:24,16.85,55.16,46.58,35.86,36.61,13.3,3.4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:25,16.85,55.17,46.58,35.86,36.61,13.3,3.2,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:26,16.85,55.17,46.59,35.86,36.62,13.3,3.1,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:27,16.85,55.17,46.59,35.86,36.62,13.3,3.1,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:28,16.86,55.17,46.59,35.86,36.62,13.3,3.1,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:29,16.86,55.18,46.59,35.86,36.62,13.3,3.1,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:30,16.86,55.18,46.6,35.87,36.62,13.3,3.1,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:32,16.86,55.18,46.6,35.87,36.62,13.4,3.2,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:33,16.86,55.19,46.6,35.87,36.63,13.5,3.3,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:34,16.86,55.19,46.61,35.87,36.63,13.6,3.4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:35,16.86,55.19,46.61,35.87,36.63,13.6,3.4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:36,16.86,55.19,46.61,35.87,36.63,13.6,3.4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:37,16.86,55.19,46.61,35.88,36.63,13.6,3.4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:38,16.86,55.19,46.61,35.88,36.63,13.6,3.2,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:40,16.86,55.2,46.62,35.88,36.64,13.6,3.7,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:41,16.86,55.2,46.62,35.88,36.64,13.5,3.7,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:42,16.86,55.2,46.62,35.88,36.64,13.5,3.9,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:43,16.86,55.2,46.62,35.88,36.64,13.5,3.9,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:44,16.86,55.2,46.62,35.88,36.64,13.4,3.8,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:45,16.86,55.2,46.62,35.88,36.64,13.4,4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:46,16.86,55.2,46.62,35.88,36.64,13.4,3.9,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:48,16.86,55.21,46.62,35.88,36.64,13.4,4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:49,16.86,55.21,46.62,35.89,36.64,13.4,4.1,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:50,16.86,55.21,46.62,35.89,36.64,13.4,4.1,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:51,16.86,55.21,46.62,35.89,36.65,13.4,4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:52,16.86,55.21,46.62,35.89,36.65,13.4,4.1,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:53,16.86,55.21,46.62,35.89,36.65,13.3,4.1,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:54,16.86,55.21,46.62,35.89,36.65,13.3,4.1,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:56,16.86,55.21,46.62,35.89,36.65,13.3,4.2,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:57,16.86,55.21,46.62,35.89,36.65,13.3,4.2,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:58,16.86,55.21,46.62,35.89,36.65,13.3,4.1,side-by-side-before,5/18/19,G,Down,Morro Bay
7:32:59,16.86,55.21,46.62,35.89,36.65,13.3,4.2,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:00,16.86,55.21,46.62,35.89,36.65,13.3,4.3,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:01,16.86,55.21,46.62,35.89,36.65,13.3,4.1,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:02,16.86,55.21,46.62,35.89,36.65,13.3,3.9,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:04,16.86,55.21,46.62,35.89,36.65,13.3,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:05,16.86,55.21,46.63,35.89,36.65,13.3,3.4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:06,16.86,55.21,46.63,35.89,36.65,13.3,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:07,16.86,55.21,46.63,35.89,36.65,13.3,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:08,16.86,55.21,46.63,35.89,36.65,13.3,3.4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:09,16.86,55.21,46.63,35.89,36.65,13.3,3.4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:10,16.86,55.21,46.63,35.89,36.65,13.3,3.4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:12,16.86,55.21,46.63,35.89,36.65,13.3,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:13,16.86,55.21,46.63,35.89,36.65,13.2,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:14,16.86,55.21,46.63,35.89,36.65,13.2,3.7,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:15,16.86,55.21,46.63,35.89,36.65,13.3,3.8,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:16,16.86,55.21,46.63,35.89,36.65,13.3,3.9,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:17,16.86,55.21,46.63,35.89,36.65,13.2,3.9,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:18,16.86,55.21,46.63,35.89,36.65,13.3,3.9,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:20,16.86,55.22,46.63,35.89,36.65,13.2,3.9,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:21,16.86,55.22,46.63,35.89,36.65,13.3,3.9,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:22,16.86,55.22,46.64,35.89,36.65,13.4,3.9,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:23,16.86,55.22,46.64,35.89,36.65,13.4,3.9,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:24,16.86,55.22,46.64,35.89,36.65,13.4,3.8,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:25,16.86,55.22,46.64,35.89,36.65,13.4,3.8,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:26,16.86,55.22,46.64,35.89,36.65,13.4,4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:28,16.86,55.22,46.64,35.89,36.65,13.3,3.9,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:29,16.86,55.22,46.64,35.89,36.66,13.3,4.1,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:30,16.86,55.22,46.64,35.9,36.66,13.3,3.9,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:31,16.86,55.22,46.64,35.9,36.66,13.3,3.9,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:32,16.86,55.22,46.64,35.9,36.66,13.3,3.7,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:33,16.86,55.23,46.64,35.9,36.66,13.3,3.7,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:34,16.86,55.23,46.64,35.9,36.66,13.2,3.7,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:36,16.86,55.23,46.64,35.9,36.66,13.3,3.8,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:37,16.86,55.23,46.64,35.9,36.66,13.3,3.7,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:38,16.86,55.23,46.64,35.9,36.66,13.3,3.7,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:39,16.86,55.23,46.64,35.9,36.66,13.3,3.7,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:40,16.86,55.23,46.64,35.9,36.66,13.2,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:41,16.86,55.23,46.64,35.9,36.66,13.2,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:42,16.86,55.23,46.64,35.9,36.66,13.2,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:44,16.86,55.23,46.64,35.9,36.66,13.2,3.4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:45,16.86,55.23,46.64,35.9,36.66,13.2,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:46,16.86,55.23,46.64,35.9,36.66,13.3,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:47,16.86,55.23,46.64,35.9,36.66,13.3,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:48,16.86,55.23,46.64,35.9,36.66,13.2,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:49,16.86,55.23,46.64,35.9,36.66,13.3,3.4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:50,16.86,55.23,46.64,35.9,36.66,13.2,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:52,16.86,55.23,46.64,35.9,36.66,13.3,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:53,16.86,55.23,46.65,35.9,36.66,13.3,3.9,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:54,16.86,55.23,46.65,35.9,36.66,13.3,3.8,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:55,16.86,55.23,46.65,35.9,36.66,13.3,3.7,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:56,16.86,55.23,46.65,35.9,36.66,13.3,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:57,16.86,55.23,46.65,35.9,36.66,13.3,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
7:33:58,16.86,55.23,46.65,35.9,36.66,13.3,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:00,16.86,55.23,46.65,35.9,36.66,13.3,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:01,16.86,55.23,46.65,35.9,36.66,13.3,3.3,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:02,16.86,55.23,46.65,35.9,36.66,13.3,3.3,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:03,16.86,55.23,46.65,35.9,36.66,13.3,3.3,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:04,16.86,55.23,46.65,35.9,36.66,13.3,3.4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:05,16.86,55.23,46.65,35.9,36.66,13.3,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:06,16.86,55.23,46.65,35.9,36.66,13.3,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:08,16.86,55.23,46.65,35.9,36.66,13.3,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:09,16.86,55.23,46.65,35.9,36.66,13.3,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:10,16.86,55.24,46.65,35.9,36.66,13.3,3.3,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:11,16.86,55.24,46.65,35.9,36.67,13.3,3.2,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:12,16.86,55.24,46.65,35.9,36.67,13.3,3.3,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:13,16.86,55.24,46.65,35.9,36.67,13.3,3.2,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:14,16.86,55.24,46.65,35.9,36.67,13.3,3.3,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:16,16.87,55.24,46.65,35.9,36.67,13.3,3.2,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:17,16.87,55.24,46.66,35.9,36.67,13.4,3.2,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:18,16.87,55.24,46.66,35.9,36.67,13.3,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:19,16.87,55.24,46.66,35.9,36.67,13.3,3.4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:20,16.87,55.24,46.66,35.91,36.67,13.3,3.3,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:21,16.87,55.24,46.66,35.91,36.67,13.3,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:22,16.87,55.24,46.66,35.91,36.67,13.3,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:24,16.87,55.24,46.66,35.91,36.67,13.3,3.7,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:25,16.87,55.24,46.66,35.91,36.67,13.4,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:26,16.87,55.24,46.66,35.91,36.67,13.4,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:27,16.87,55.24,46.66,35.91,36.67,13.4,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:28,16.87,55.24,46.66,35.91,36.67,13.4,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:29,16.87,55.24,46.66,35.91,36.67,13.4,3.9,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:30,16.87,55.24,46.66,35.91,36.67,13.4,3.9,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:32,16.86,55.24,46.66,35.91,36.67,13.4,3.9,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:33,16.86,55.25,46.66,35.91,36.67,13.4,3.7,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:34,16.86,55.25,46.66,35.91,36.67,13.3,3.9,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:35,16.86,55.25,46.66,35.91,36.67,13.3,4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:36,16.86,55.25,46.66,35.91,36.67,13.3,4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:37,16.86,55.25,46.66,35.91,36.68,13.3,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:38,16.86,55.25,46.66,35.91,36.68,13.3,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:40,16.86,55.25,46.66,35.91,36.68,13.3,3.3,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:41,16.86,55.25,46.66,35.92,36.68,13.3,3.3,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:42,16.86,55.25,46.66,35.92,36.68,13.3,3.2,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:43,16.86,55.25,46.66,35.92,36.68,13.2,3.2,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:44,16.86,55.26,46.67,35.92,36.68,13.2,3.3,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:45,16.86,55.26,46.67,35.92,36.68,13.2,3.7,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:46,16.86,55.26,46.67,35.92,36.68,13.2,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:48,16.86,55.26,46.67,35.92,36.68,13.2,3.8,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:49,16.86,55.26,46.67,35.92,36.68,13.3,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:50,16.86,55.26,46.67,35.92,36.68,13.4,4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:51,16.86,55.26,46.67,35.92,36.68,13.3,4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:52,16.86,55.25,46.67,35.92,36.68,13.3,4.1,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:53,16.86,55.25,46.67,35.91,36.68,13.3,4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:54,16.86,55.25,46.67,35.91,36.68,13.3,4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:56,16.86,55.25,46.67,35.91,36.68,13.4,3.9,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:57,16.86,55.25,46.67,35.91,36.68,13.4,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:58,16.86,55.25,46.67,35.92,36.68,13.3,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:34:59,16.86,55.25,46.67,35.92,36.68,13.3,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:35:00,16.86,55.25,46.67,35.92,36.68,13.3,3.4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:35:01,16.86,55.26,46.67,35.92,36.68,13.4,3.4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:35:02,16.86,55.26,46.67,35.92,36.68,13.4,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
7:35:04,16.86,55.26,46.67,35.92,36.68,13.3,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
7:35:05,16.86,55.26,46.67,35.92,36.68,13.3,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
7:35:06,16.86,55.26,46.67,35.92,36.68,13.3,3.7,side-by-side-before,5/18/19,G,Down,Morro Bay
7:35:07,16.86,55.26,46.67,35.92,36.68,13.3,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:35:08,16.86,55.26,46.67,35.92,36.68,13.3,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:35:09,16.86,55.26,46.67,35.92,36.68,13.3,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
7:35:10,16.86,55.26,46.67,35.92,36.68,13.3,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:35:12,16.86,55.26,46.67,35.92,36.68,13.3,3.5,side-by-side-before,5/18/19,G,Down,Morro Bay
7:35:13,16.86,55.26,46.67,35.92,36.68,13.4,3.8,side-by-side-before,5/18/19,G,Down,Morro Bay
7:35:14,16.86,55.26,46.67,35.92,36.68,13.4,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
7:35:15,16.86,55.26,46.67,35.92,36.68,13.4,3.7,side-by-side-before,5/18/19,G,Down,Morro Bay
7:35:16,16.86,55.26,46.67,35.92,36.68,13.4,3.4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:35:17,16.86,55.26,46.67,35.92,36.68,13.4,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
7:35:18,16.86,55.26,46.67,35.92,36.68,13.4,3.4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:35:20,16.86,55.26,46.67,35.92,36.68,13.4,3.4,side-by-side-before,5/18/19,G,Down,Morro Bay
7:35:21,16.86,55.26,46.67,35.92,36.68,13.3,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
7:35:22,16.86,55.26,46.67,35.92,36.69,13.3,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
7:35:23,16.86,55.26,46.67,35.92,36.69,13.3,3.6,side-by-side-before,5/18/19,G,Down,Morro Bay
